title,text
36.0,22.0
16.0,10.0
33.0,32.0
18.0,36.0
19.0,38.0
8.0,33.0
22.0,29.0
30.0,7.0
25.0,18.0
12.0,20.0
35.0,0.0
26.0,3.0
5.0,28.0
11.0,34.0
21.0,15.0
29.0,6.0
2.0,30.0
9.0,9.0
10.0,21.0
7.0,14.0
3.0,16.0
0.0,24.0
15.0,4.0
6.0,5.0
20.0,35.0
38.0,13.0
31.0,8.0
23.0,17.0
34.0,26.0
17.0,1.0
24.0,19.0
39.0,23.0
37.0,39.0
1.0,25.0
28.0,31.0
4.0,37.0
13.0,27.0
14.0,2.0
27.0,11.0
32.0,12.0
